FaceID,Batch,Shotcrete_Layer,Spray_Time,Air_Temp,Shotcrete_Temp,Shotcrete_Blend,15M_MPa,30M_MPa,60M_MPa,90M_MPa,120M_MPa,150M_Mpa,180M_Mpa,240M_Mpa,270M_Mpa,300M_Mpa
RUP_1049_ACC_47,1 & 2,1,02:30:00,13.0,,,,,,1,,,,,,
RUP_1049_ACC_47,1 & 2,2,14:05:00,17.0,,,,,1.1,,,,,,,
RUP_1049_ACC_48,1&2,1,21:00:00,15.0,,,,,0.96,,1.02,,,,,
RUP_975_XCT_675_12,1,1,23:30:00,10.0,,,,,0.86,1.03,,,,,,
ZTN-1_04,1,2,03:00:00,10.0,,,,,1,,,,,,,
RUP_975_XCT_675_12,1,1,14:30:00,15.0,,,,,,,1.02,,,,,
RUP_1049_ACC_49,1&2,2,16:30:00,15.0,,,,,1,,,,,,,
ZTN-1_04,4,2,18:15:00,10.0,,,,,,,,,,,,
RUP_1049_ACC_49,3 & 4 ,2,00:00:00,9.0,,,,,,,,,,,,
RUP_975_XCT_675_12,4,2,02:30:00,9.0,,,,,,1.04,,,,,,
RUP_1049_ACC_50,1 & 2,1,16:10:00,13.0,,,,,,1.01,,,,,,
RUP_1075_XCT_570_02,1 & 2,1,23:00:00,12.0,,,,,1,,,,,,,
ZTN-1_05,2,2,23:50:00,12.0,,,,0.92,1.03,,,,,,,
RUP_1049_ACC_50,3 & 4 ,2,01:00:00,12.0,,,,,0.99,,,,,,,
RUP_1075_XCT_585_04,1 & 2,1,05:40:00,11.0,,,,,,1.02,,,,,,
RUP_975_XCT_675_14,1 & 2,2,10:50:00,16.0,,,,,,1.02,,,,,,
RUP_1049_ACC_51,1 & 2,2,17:30:00,,,,,,,,,,,,,
RUP_1049_ACC_52,1 & 2,1,13:00:00,14.0,,,,,,1.01,,,,,,
RUP_1049_ACC_53,1 & 2,1,13:00:00,1.0,,,,,1,,,,,,,
ZTN-1_06,1 & 2 & 3,1,20:00:00,0.0,,,,,0.76,,0.87,,,1.01,,
RUP_1049_ACC_53,1 & 2,2,22:45:00,0.0,,,,,,1.01,,,,,,
ZTN-1_07,1,1,16:00:00,10.0,,,,,0.86,1,,,,,,
ZTN-1_07,2,2,02:15:00,0.0,,,,,0.94,,1.01,,,,,
RUP_1049_ACC_53,1 & 2,1,13:10:00,5.0,,,,,0.99,,,,,,,
RUP_1049_ACC_53,3 & 4 ,2,17:30:00,10.0,,,,,,1.01,,,,,,
RUP_975_ACC_REHAB (SI-GTC-343),3 & 4 ,2,00:40:00,6.0,,,,,,,1,,,,,
ZTN-1_07,3 & 4 & 5,2,03:10:00,2.0,,,,,,1.01,,,,,,
RUP_1049_ACC_54,1 & 2,1,11:20:00,10.0,,,,,,1,,,,,,
RUP_1049_ACC_54,3 & 4 ,2,16:00:00,10.0,,,,0.87,1.01,,,,,,,
ZTN-1_08,1,1,23:30:00,3.0,,,,,0.71,,0.8,,0.91,0.98,1.0,
ZTN-1_09,1,1,11:00:00,9.0,,,,,,,,,,1.01,,
RUP_1049_ACC_58,1 & 2,1,14:00:00,10.0,,,,,,1.01,,,,,,
ZTN-1_10,1,1,14:45:00,10.0,,,,,,1.01,,,,,,
RUP_1049_ACC_60,1 & 2,1,16:30:00,10.0,,,,,1,,,,,,,
RUP_950_ACC_15,1 & 2,1,18:30:00,10.0,,,,,,1.03,,,,,,
ZTN-1_10,2,2,23:30:00,7.0,,,,,1,,,,,,,
RUP_1075_600_XCT_09,1 & 2,1,10:30:00,10.0,,,,,0.81,,1.01,,,,,
RUP_1049_ACC_61,1 & 2,1,13:40:00,10.0,,,,,1.01,,,,,,,
ZTN-1_10,1 & 2 & 3 & 4  ,3,03:00:00,3.0,,,,0.93,1.01,,,,,,,
RUP_950_ACC_16,1 & 2,1,06:00:00,3.0,,,,,,1,,,,,,
ZTN-1_11,1 & 2,1,15:15:00,10.0,,,,,1.01,,,,,,,
RUP_1049_ACC_62,1 & 2,1,18:00:00,10.0,,,,,,1.03,,,,,,
ZTN-1_11,1,2,20:30:00,7.0,,,,,0.96,1.01,,,,,,
RUP_950_ACC_17,1 & 2,1,03:00:00,7.0,,,,,1,,,,,,,
ZTN-1_11,1 & 2 & 3 & 4  ,3,14:30:00,12.0,,,,,1.01,,,,,,,
RUP_1049_ACC_63,1 & 2,1,18:00:00,12.0,,,,,,1.05,,,,,,
ZTN-1_12,1,1,00:30:00,11.0,,,,,1.03,,,,,,,
RUP_950_ACC_18,1 & 2,1,05:00:00,12.0,,,,,1.03,,,,,,,
ZTN-1_12,2 & 3 & 4,2,05:35:00,6.0,,,,,,,,,,,,
ZTN-1_13,1 & 2 & 3,1,21:00:00,8.0,,,,,1,,,,,,,
RUP_950_SMP_02,1,1,,,,,,,,,,,,,,
RUP_1050_ESW_02,1 & 2,1,15:20:00,13.0,,,,,,1.01,,,,,,
ZTN-1_14,1,1,17:55:00,13.0,,,,,0.77,,0.85,,0.91,0.97,,1
RUP_950_SMP_02,2 & 3,2,22:00:00,10.0,,,,,0.94,,1,,,,,
RUP_1050_ESW_02,3 & 4 & 5,2,01:00:00,8.0,,,,,1.01,,,,,,,
RUP_975_FWN_REHAB ,1,2,09:10:00,14.0,,,,,1,,,,,,,
ZTN-1_14,1,2,10:30:00,14.0,,,,,1,,,,,,,
RUP_1050_ESW_03,1 & 2,1,16:30:00,17.0,,,,,1.01,,,,,,,
RUP_950_SMP_03,1 & 2,1,17:45:00,17.0,,,,,,1,,,,,,
RUP_950_STP_01,1 & 2,1,21:00:00,12.0,,,,,1.01,,,,,,,
ZTN-1_14,1 & 2 & 3 & 4 & 5  ,2,06:00:00,8.0,,,,,,1.03,,,,,,
RUP_975_FWN_REHAB ,1,1,10:00:00,20.0,,,,,0.99,,,,,,,
RUP_1050_ESW_04,1 & 2,1,22:00:00,10.0,,,,,0.93,,0.97,,1.01,,,
RUP_950_BYP,1 & 2,1,02:45:00,9.0,,,,,,0.92,,,1,,,
ZTN-1_15,1 & 2,1,06:05:00,9.0,,,,,,,1,,,,,
RUP_950_SMP_04,1 & 2,1,21:30:00,17.0,,,,,0.96,,1.01,,,,,
RUP_ACC_1050,1,1,00:30:00,17.0,,,,,,1.01,,,,,,
ZTN-1_15,3 & 4 ,2,06:00:00,18.0,,,,,,,,,,,,
950_BYP_16,"2,3,4,5",2,02:45:00,10.0,,,,,,,,,,,,
ZTN-1_14,1,1,04:30:00,8.0,,,,,,,,,,,,
950_BYP_19,"2,3",2,01:30:00,8.0,,,,,,,,,,,,
RUP_1050_STP_02,"1,2,3",1,04:40:00,8.0,,,,,,,,,,,,
ZTN-1_15,"1,2",2,23:20:00,10.0,,,,,,,1,,,,,
950_BYP_20,1,1,01:40:00,8.0,,,,,,1,,,,,,
RUP_975_XCT_675_15,1,1,06:15:00,10.0,,,,,,1.01,,,,,,
RUP_975_XCT_675_15,1,1,11:00:00,20.0,,,,,,0.54,,,,,,
RUP_975_XCT_675_15,2 & 3,2,16:00:00,19.0,,,,,,,,,,,,1.01
ZTN-1_15,3 & 4 & 5,3,22:00:00,19.0,,,,,1,,,,,,,
Transport drift internal_04,1 & 2,2,01:20:00,9.0,,,,,1,,,,,,,
ZTN-1_16,1,1,10:30:00,14.0,,,,,,1,,,,,,
Transport drift internal_05,1 & 2,1,13:00:00,13.0,,,,,,,1.01,,,,,
ZTN-1_16,3 & 4 ,2,17:00:00,14.0,,,,,0.8,,1.01,,,,,
Transport drift internal_05,3,2,00:30:00,9.0,,,,,1.01,,,,,,,
ZTN-1_16,5 & 6,3,03:40:00,10.0,,,,,1.02,,,,,,,
RUP_1050_STP_03,1 & 2,1,23:00:00,11.0,,,,,0.97,1.01,,,,,,
ZTN-1_17,1,1,04:15:00,11.0,,,,0.92,1,,,,,,,
RUP_975_XCT_675_16,1 & 2,,10:15:00,12.0,,,,,,,1,,,,,
RUP_1075_PFC_01,1 & 2,1,06:00:00,11.0,,,,,,,1.01,,,,,
RUP_1075_HWS_37,1 & 2,1,11:30:00,12.0,,,,,,1,,,,,,
ZTN-1_17,1,2,14:30:00,12.0,,,,,,,,,,,1.0,
RUP_975_XCT_675_16,3,2,17:00:00,12.0,,,,,0.75,,,,1,,,
RUP_1075_HWS_37,1,1,21:15:00,9.0,,,0.88,0.94,1.01,,,,,,,
RUP_950_STP_06,1 & 2,1,02:40:00,9.0,,,,0.92,1,,,,,,,
RUP_950_ACC_21,1 & 2,1,21:45:00,7.0,,,,,1,,,,,,,
ZTN-1_17,2,2,22:00:00,7.0,,,,,0.8,1,,,,,,
ZTN-1_18,"1,2,3",2,17:00:00,16.0,,,,,1,,,,,,,
RUP_975_XCT_675_17,"1,2",1,23:15:00,8.0,,,,,1,,,,,,,
RUP_975_XCT_675_17,"1,2",2,,,,,,,,1,,,,,,
RUP_1000_INC_43,"1,2",2,,,,,,,,1,,,,,,
950_BYP_20,1,1,,,,,,,,1,,,,,,
RUP_1000_INC_43,1,2,10:05:00,25.0,,,,,0.93,1,,,,,,
950_BYP_20,1 & 2 & 3,3,14:00:00,25.0,,,,,0.89,1,,,,,,
RUP_975_XCT_675_18,1 & 2,1,17:00:00,25.0,,,,,,,,,,1.03,,
RUP_975_XCT_675_18,,2,04:30:00,,,,,,,,,,0.87,1.0,,
950_BYP_21,1,1,13:00:00,20.0,,,,,0.95,1,,,,,,
RUP_950_ACC_24,1 & 2,1,17:00:00,22.0,,,,,,,1,,,,,
RUP_1075_PFC_03,1 & 2,1,09:00:00,20.0,,,,,0.99,,,,,,,
RUP_975_XCT_675_19,1,1,13:00:00,24.0,,,,,1,,,,,,,
950_BYP_22,1 & 2,3,15:50:00,24.0,,,,,0.89,1,,,,,,
950_BYP_22,1 & 2 & 3 & 4  & 5  & 6,3,12:50:00,16.0,,,,,0.96,1.01,,,,,,
RUP_1000_INC_44,1,1,15:10:00,18.0,,,,,,,,,,,,
RUP_950_ACC_26,1,1,11:00:00,,,,,,,,0.6,,,,,
RUP_1000_INC_44,"1,2",2,22:40:00,10.0,,,,,,1,,,,,,
TRANSPORT DRIFT EXT,"1,2,3",2,03:00:00,10.0,,,,,,1.02,,,,,,
RUP_950_XCT_630_02,"1,2",1,00:50:00,8.0,,,,,,1.03,,,,,,
RUP_975_XCT_675_21,"1,2",1,02:30:00,6.0,,,,,1,,,,,,,
RUP_1000_INC_44,1,1,21:15:00,8.0,,,,,,1.03,,,,,,
RUP_1050_STP_06,"1,2",1,22:50:00,8.0,,,,,,1.01,,,,,,
TRANSPORT DRIFT EXT,"1,2",1,04:00:00,6.0,,,,,1,,,,,,,
RUP_950_XCT_630_03,,1,02:40:00,,,,,,0.9,,1.02,,,,,
RUP_1000_INC_44,,2,05:30:00,,,,,,,,1.01,,,,,
TRANSPORT DRIFT EXT,1 & 2 & 3 & 4  & 5 ,2,02:30:00,,,,,,1.01,,,,,,,
RUP_950_XCT_630_04,"1,2",1,01:00:00,,,,,,,,1.01,,,,,
RUP_975_XCT_675_23, 3 & 4  & 5 ,2,,14.0,,,,,,,,,,,,
RUP_975_XCT_675_23,3 & 4  & 5  & 6,2,12:30:00,14.0,,,,,0.77,,0.96,,1.01,,,
RUP_1000_INC_45,1 & 2,1,16:15:00,19.0,,,,,0.96,1,,,,,,
RUP_975_XCT_675_24,"1,2",2,15:00:00,20.0,,,,,,,0.92,0.98,,,,
950_BYP_21,1 & 2 & 3,2,23:30:00,18.0,,,,,0.89,,0.95,,1,,,
RUP_975_XCT_675_25,3 & 4,2,04:00:00,15.0,,,,,,1.01,,,,,,
RUP_950_FWN_05,"1,2",1,23:00:00,18.0,,,,,0.87,,1.01,,,,,
RUP_1000_INC_49,"1,2",2,05:20:00,18.0,,,,,,,,,,,,
RUP_950_FWS_02,"1,2",1,22:30:00,14.0,,,,,0.9,1.01,,,,,,
RUP_1000_INC_50,"1,2",1,,10.0,,,,,,,,,,,,
RUP_1000_INC_50,3 & 4 ,2,14:20:00,16.0,,,,,1,,,,,,,
RUP_1050_PFC_05,"1,2",1,21:00:00,11.0,,,,,,1.01,,,,,,
RUP_975_ACC(REHAB),2 & 3  & 4  & 5,1,14:00:00,10.0,,,,,,1,,,,,,
RUP_950_FWS_03,2,1,15:30:00,11.0,,,,,,1.01,,,,,,
RUP_975_ACC(REHAB),"6, 7",2,22:30:00,10.0,,,,,0.59,,1.02,,,,,
RUP_1000_INC,"1,2",1,03:00:00,9.0,,,,,1.01,,,,,,,
RUP_950_FWN_06,1 & 2,1,13:30:00,21.0,,,,,0.92,,0.99,,,,,
RUP_1000_INC_51,1 & 2,2,,21.0,,,,,,1,,,,,,
RUP_950_FWS_04,2 & 3 ,1,12:00:00,26.0,,,,,0.95,1.01,,,,,,
RUP_1050_ACC (REHAB),1 & 2,1,16:20:00,26.0,,,,,,1,,,,,,
RUP_1000_INC_52,"1,2",1,21:30:00,15.0,,,,,0.91,,1.01,,,,,
RUP_1000_INC_52,"3,4",2,12:30:00,20.0,,,,,0.94,1.02,,,,,,
RUP_950_XCT_630_06,"1,2",1,12:30:00,26.0,,,,,,,1.05,,,,,
RUP_950_FWN_07,"1,2",1,15:00:00,32.0,,,,,1.01,,,,,,,
RUP_1050_XCT_570_05,1 & 2,1,10:15:00,33.0,,,,,,,1.01,,,,,
RUP_1050_XCT_585_01,1,1,11:30:00,33.0,,,,,,1,,,,,,
RUP_1000_INC_54,1 & 2,1,,33.0,,,,,,,,,,,,
RUP_1050_XCT_570_06,1 & 2,1,15:30:00,27.0,,,,,,,,,,,,
RUP_1050_XCT_570_07,1 & 2,1,10:30:00,26.0,,,,,0.94,,1,,,,,
RUP_950_FWN_08,1 & 2,1,15:15:00,26.0,,,,,,1.01,,,,,,
RUP_1075_XCT_585_12,1 & 2,1,23:00:00,17.0,,,,,0.63,,1,,,,,
RUP_1000_INC_57,1 & 2 & 3 ,2,00:00:00,19.0,,,,,1,,,,,,,
RUP_1000_INC_58,1 & 2,1,02:00:00,19.0,,,,,0.94,1,,,,,,
RUP_1075_ESW_06,1 & 2,1,20:00:00,22.0,,,,,0.95,1.01,,,,,,
RUP_950_XCT_645_02,1,1,,22.0,,,,,,,,,,,,
RUP_1000_INC_59,1 & 2,1,,23.0,,,,,,,,,,,,
RUP_1000_INC_59,3 & 4 ,2,12:00:00,24.0,,,,,,,1.01,,,,,
RUP_1000_INC_60,1 & 2 & 3 ,1,17:30:00,25.0,,,,,,,,,,,,
RUP_1000_INC,1 & 2  & 3  & 4,1,12:40:00,30.0,,,,,,,1,,,,,
RUP_1050_XCT_600_02,1,1,11:00:00,31.0,,,,,,1,,,,,,
RUP_950_XCT_645_07,1 & 2,1,16:05:00,32.0,,,,,,0.94,1,,,,,
RUP_1050_XCT_570_25,1,1,15:00:00,33.0,,,,,0.6,,1,,,,,
RUP_1050_HWN_23,1 & 2,1,17:30:00,33.0,,,,,,,,,,,,
RUP_1050_HWN_25,1 & 2,1,18:00:00,30.0,,,,,,,1,,,,,
RUP_1050_SN1_570_01,1 & 2,1,10:30:00,27.0,,,,,0.95,1.01,,,,,,
RUP_1025_ACC_05,1,1,11:50:00,24.0,,,,,0.85,1,,,,,,
RUP_950_FWN_12,1 & 2,1,17:20:00,28.0,,,,,,,1.01,,,,,
RUP_1050_XCT_615_01,1,1,14:00:00,30.0,,,,,1,,,,,,,
RUP_950_FWN_13,1,1,1900-01-06 16:00:00,30.0,,,,,1,,,,,,,
RUP_1050_XCT_630_02,1 & 2,1,17:30:00,29.0,,,,,1,,,,,,,
RUP_950_XCT_645_FACE,1,1,09:30:00,28.0,,,,,1,,,,,,,
RUP_950_FWN_13,1,1,11:00:00,28.0,,,,,1.01,,,,,,,
RUP_1025_ACC_07,1,1,13:20:00,28.0,,,,,,1,,,,,,
RUP_1025_ACC_07,1 & 2,2,02:00:00,22.0,,,,,1,,,,,,,
RUP_1050_XCT_630_05,1 & 2,2,10:00:00,29.0,,,,,1,,,,,,,
RUP_950_FWN_17,1,1,21:30:00,24.0,,,,,0.94,1,,,,,,
RUP_1050_HWN_30,1,1,04:00:00,22.0,,,,,1,,,,,,,
RUP_975_ACC_32,1 & 2,2,10:40:00,29.0,,,,,0.88,0.95,1,,,,,
RUP_1050_XCT_630_06,1 & 2,2,14:15:00,31.0,,,,,0.92,1,,,,,,
RUP_975_ACC,1,1,14:15:00,34.0,,,,,0.67,0.88,1,,,,,
RUP_1050_630_07,1 & 2,1,17:00:00,30.0,,,,,,,,,,1.02,,
RUP_950_XCT_675_03,1 & 2,1,15:30:00,32.0,,,,,0.93,,1.02,,,,,
RUP_1025_ACC_09,1,1,22:10:00,29.0,,,,,0.56,,0.77,,,1.0,,
RUP_1050_XCT_600_20,1 & 2,2,22:30:00,20.0,,,,,,1.02,,,,,,
RUP_1025_ACC_10,1 & 2,2,23:30:00,24.0,,,,,,0.9,1,,,,,
RUP_1050_SN1_600/SS1_600,1 & 2,1,12:30:00,24.0,,,,,0.92,,1.01,,,,,
RUP_1050_SN1_600/SS1_600,1 & 2,2,04:00:00,15.0,,,,,,,,,,,,1.04
RUP_950_FWN_20,1,1,18:00:00,25.0,,,,,,,1,,,,,
RUP_950_FWN_21,1,1,14:45:00,27.0,,,,,1,,,,,,,
RUP_950_XCT_675_05,1,1,16:30:00,27.0,,,,,,,,,1,,,
RUP_975_FWN_01,1,1,13:00:00,27.0,,,,,,1,,,,,,
RUP_975_FWS_01,1 & 2,1,14:05:00,27.0,,,,,0.9,,1.01,,,,,
RUP_1025_ACC_10,1 & 2,1,14:30:00,28.0,,,,,,,1,,,,,
RUP_1025_ACC_10,1,2,05:00:00,10.0,,,,,,,,,1,,,
RUP_950_XCT_690_02,1 & 2 & 3,1,04:00:00,12.0,,,,,,1,,,,,,
RUP_975_FWS_05,1,1,01:45:00,12.0,,,,,,0.86,1,,,,,
RUP_975_FWN_05,1,1,10:30:00,13.0,,,,,0.85,,1,,,,,
RUP_950_STP_02,1 & 2,1,23:55:00,13.0,,,,,0.93,1,,,,,,
RUP_950_FWS_04,1,1,02:15:00,9.0,,,,,,,1.01,,,,,
RUP_975_XCT_645_02,1,1,15:00:00,25.0,,,,,,1,,,,,,
RUP_975_FWN,1,1,15:45:00,24.0,,,,,,,1,,,,,
RUP_975_FWN_11,1 & 2,1,10:30:00,24.0,,,,,,,1.01,,,,,
RUP_1025_ACC_09,1,1,13:50:00,24.0,,,,,,,,,,,,
RUP_975_FWS_10,1,1,22:00:00,10.0,,,,,1,,,,,,,
RUP_950_FWN_24,1,1,00:00:00,9.0,,,,,,1.01,,,,,,
RUP_1050_HWN_35,1,1,15:00:00,25.0,,,,,1.01,,,,,,,
RUP_930_STP,1 & 2,1,03:00:00,12.0,,,,,0.92,1.03,,,,,,
RUP_950_FWN_25,1,1,01:30:00,16.0,,,,,0.85,0.93,1.01,,,,,
RUP_950_FWN_25,2,1,00:40:00,15.0,,,,,,1,,,,,,
RUP_950_FWN_26,1,1,05:30:00,15.0,,,,,,,,,,1.0,,
RUP_925_DEC_18,1,1,13:30:00,14.0,,,,,0.94,1,,,,,,
RUP_975_FWS_17,1,1,13:00:00,15.0,,,,,,0.8,0.91,0.98,1,,,
RUP_925_DEC_19,1 & 2,1,04:30:00,7.0,,,,,1,,,,,,,
RUP_950_FWS_07,1,1,00:35:00,8.0,,,,,,,1.01,,,,,
RUP_975_ESW_02,1 & 2,2,00:00:00,9.0,,,,,,0.93,1.03,,,,,
RUP_975_XCT_600_02,1,1,10:30:00,20.0,,,,,,1.01,,,,,,
RUP_950_FWS_07,1,1,14:30:00,20.0,,,,,,1,,,,,,
RUP_925_DEC_22,1,1,10:00:00,19.0,,,,,,,1.01,,,,,
RUP_950_FWS_08,1,2,13:30:00,19.0,,,,,1,,,,,,,
RUP_975_ESW_03,1,1,16:30:00,8.0,,,,,,,1,,,,,
RUP_975_ESW_03,1,2,05:00:00,5.0,,,,,,,,,1.03,,,
RUP_950_FWS_09,1,1,13:40:00,15.0,,,,,,1,,,,,,
RUP_975_XCT_630_19,1,1,12:00:00,15.0,,,,,,1,,,,,,
RUP_925_DEC_24,1,2,23:50:00,14.0,,,,,,,1,,,,,
RUP_925_DEC_24,1,2,22:20:00,1.0,,,,,,,1.02,,,,,
RUP_975_XCT_630_19,1,1,00:30:00,1.0,,,,,1,,,,,,,
RUP_975_XCT_630_19,1,2,04:35:00,10.0,,,,,,,,,,,,
RUP_975_XCT_630_20,1,1,00:00:00,2.0,,,,,1,,,,,,,
RUP_950_FWS_11,1,1,04:00:00,2.0,,,,,1,,,,,,,
RUP_925_DEC_25,1,1,16:30:00,7.0,,,,,,1.02,,,,,,
RUP_975_XCT_630_22,1,1,23:40:00,2.0,,,,,1,,,,,,,
RUP_950_XCT_690_28,1 & 2,1,03:30:00,5.0,,,,,0.8,,,1.0,,,,
RUP_925_DEC_25,1,2,05:30:00,1.0,,,,,,,,1.0,,,,
RUP_975_FWS,1,1,10:15:00,6.0,,,,,,1.01,,,,,,
RUP_925_DEC_27,1,2,01:40:00,6.0,,,,,,1,,,,,,
RUP_925_DEC_28,1,2,05:30:00,6.0,,,,,,,1.03,,,,,
RUP_975_FWS_17,1,1,02:00:00,6.0,,,,,,,0.95,1.01,,,,
RUP_925_DEC_29,1,1,16:40:00,4.0,,,,,,,,,,,,
RUP_950_690_32,1,1,22:22:00,7.0,,,,,,1.03,,,,,,
RUP_950_FWS_13,1,1,01:00:00,5.0,,,,,,1,,,,,,
RUP_975_XCT_675,1 & 2,,,,,,,,,,,,,,,
RUP_975_XCT_676,1,1,08:30:00,2.0,,,,,,,,1.16,,,,
RUP_950_XCT_615_03,1,1,17:30:00,7.0,,,,,,,,1.04,,,,
RUP_975_XCT_675_31,1,1,22:30:00,7.0,,,,,,,1.02,,,,,
RUP_975_FWS_19,1,1,01:10:00,8.0,,,,,1,,,,,,,
RUP_950_XCT_705_03,1,1,03:20:00,8.0,,,,,1,,,,,,,
RUP_925_DEC_32,1,1,15:30:00,9.0,,,,,,0.94,1.01,,,,,
RUP_975_XCT_675_32,1,1,12:22:00,11.0,,,,,,1.02,,,,,,
RUP_975_XCT_675_31,1,1,11:00:00,10.0,,,,,1,,,,,,,
RUP_975_XCT_675_31,1,2,02:15:00,-6.0,,,,,,1,,,,,,
RUP_950_XCT_615_04,1,1,12:00:00,-5.0,,,,,,1.01,,,,,,
RUP_975_XCT_585_01,1,1,10:30:00,-7.0,,,,,1,,,,,,,
RUP_975_XCT_675_32,1,1,13:10:00,-4.0,,,,,,,1,,,,,
RUP_0975_XCT_585_01,1,1,14:45:00,-4.0,,,,,,1,,,,,,
RUP_1025_ACC_17,1,1,18:00:00,6.0,,,,,,,1,,,,,
RUP_950_FWN_28,1,1,11:00:00,10.0,,,,,,,,1.0,,,,
RUP_975_XCT_615_08,1 & 2,1,13:00:00,3.0,,,,,,0.84,,1.01,,,,
RUP_950_XCT_615_08,1 & 2,1,13:10:00,1.0,,,,,,,1,,,,,
RUP_1025_ACC_14,1 & 2,1,01:30:00,-1.0,,,,,,,1.01,,,,,
RUP_950_FWN_31,1,1,15:30:00,3.0,,,,,,0.73,0.8,,,,,
RUP_1025_ACC_15,1 & 2,1,15:10:00,1.0,,,,,,0.99,,,,,,
RUP_925_DEC_37,1 & 2,1,15:05:00,2.0,,,,,,,1,,,,,
